epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,630.711,0.15861,2.03443,0.92769,0.2519,0.80769,0.60339,0.59574,0.17974,1.94825,0.43044,0.0005446,0.0005446,0.0005446
25,656.405,0.1563,2.01667,0.92465,0.25843,1,0.5938,0.58614,0.2177,2.01102,0.49226,0.0005248,0.0005248,0.0005248
26,682.007,0.14988,2.05866,0.90253,0.22538,0.87857,0.54348,0.53199,0.26789,3.2295,0.5534,0.000505,0.000505,0.000505
27,707.777,0.14699,2.01955,0.91758,0.30922,0.92271,0.54713,0.53948,0.24891,2.76626,0.52861,0.0004852,0.0004852,0.0004852
28,732.987,0.14596,2.04872,0.92219,0.4044,0.85375,0.66394,0.65628,0.218,2.13954,0.48059,0.0004654,0.0004654,0.0004654
29,758.654,0.14539,2.01973,0.92713,0.50425,0.77633,0.74044,0.73279,0.18525,1.91132,0.45096,0.0004456,0.0004456,0.0004456
30,784.182,0.14225,2.01124,0.91064,0.63313,0.76923,0.73971,0.73206,0.17591,1.88368,0.42573,0.0004258,0.0004258,0.0004258
31,810.269,0.13645,2.01497,0.91371,0.53139,0.71148,0.64659,0.63894,0.18529,1.97788,0.42707,0.000406,0.000406,0.000406
32,835.743,0.13571,2.00805,0.88833,0.38825,0.84411,0.63633,0.62868,0.19281,2.09974,0.43577,0.0003862,0.0003862,0.0003862
33,861.175,0.15293,2.01226,0.90583,0.54107,0.76923,0.78315,0.77549,0.21261,1.85489,0.46184,0.0003664,0.0003664,0.0003664
34,886.985,0.1365,1.95108,0.89083,0.35624,0.88452,0.68113,0.67347,0.20186,1.78839,0.47492,0.0003466,0.0003466,0.0003466
35,912.862,0.1277,1.93319,0.88325,0.25908,0.84615,0.66654,0.65889,0.19382,1.83961,0.46652,0.0003268,0.0003268,0.0003268
36,938.615,0.13205,1.91202,0.91302,0.49848,0.80769,0.70354,0.69588,0.18522,1.85258,0.4528,0.000307,0.000307,0.000307
37,964.444,0.12101,1.82408,0.89228,0.44236,0.84615,0.75214,0.74448,0.16839,1.89771,0.43547,0.0002872,0.0002872,0.0002872
38,990.386,0.11501,1.87919,0.88198,0.42816,0.74095,0.62909,0.62144,0.14778,1.95103,0.41387,0.0002674,0.0002674,0.0002674
39,1016.34,0.11122,1.9565,0.89474,0.44393,0.72853,0.65058,0.65058,0.13518,1.92604,0.39587,0.0002476,0.0002476,0.0002476
40,1042.14,0.12158,1.83465,0.89612,0.37064,0.92308,0.61869,0.61869,0.13687,1.90245,0.39537,0.0002278,0.0002278,0.0002278
41,1068.08,0.14109,2.81568,0.8999,0.36706,0.92308,0.61869,0.61869,0.13823,1.9777,0.393,0.000208,0.000208,0.000208
42,1094.73,0.12417,2.76266,0.94575,0.30253,0.93064,0.59317,0.59317,0.14149,2.09881,0.40226,0.0001882,0.0001882,0.0001882
43,1120.1,0.11927,2.77794,0.92521,0.28505,0.89619,0.54853,0.54853,0.14272,2.01441,0.40488,0.0001684,0.0001684,0.0001684
