epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,138.289,0.78261,2.40983,1.00858,0.02746,0.77778,0.32141,0.2737,0.72146,3.34745,0.92255,0.0490498,4.97882e-05,4.97882e-05
14,148.702,0.78365,2.32608,1.05061,0.02345,0.77778,0.31435,0.26215,0.73081,3.31516,0.94607,0.0450536,5.35843e-05,5.35843e-05
15,159.024,0.71904,2.28112,0.97175,0.01682,0.77778,0.35125,0.2978,0.68313,3.21021,0.91557,0.0410574,5.73645e-05,5.73645e-05
16,169.356,0.7939,2.37874,1.04613,0.03149,0.83333,0.4065,0.34274,0.68857,3.15652,0.93531,0.0370611,6.11289e-05,6.11289e-05
17,179.642,0.7632,2.22118,1.00806,0.02446,0.83333,0.38629,0.32787,0.66911,3.08259,0.91667,0.0330649,6.48774e-05,6.48774e-05
18,190.343,0.70567,2.25673,0.96352,0.03814,1,0.43768,0.38055,0.67674,2.93731,0.91456,0.0290686,6.86101e-05,6.86101e-05
19,201.546,0.71087,2.31034,0.97317,0.48757,0.61111,0.43879,0.37944,0.69072,2.86389,0.92426,0.0250723,7.2327e-05,7.2327e-05
20,212.906,0.82554,2.28795,1.10646,0.51802,0.33333,0.48196,0.41641,0.70206,2.792,0.93559,0.021076,7.6028e-05,7.6028e-05
21,224.249,0.70481,2.13122,0.9622,0.77226,0.22222,0.48377,0.41762,0.68218,2.63276,0.91619,0.0170797,7.97132e-05,7.97132e-05
22,235.486,0.73517,2.14574,0.98824,0.75453,0.22222,0.47202,0.41048,0.68644,2.54395,0.92908,0.0130834,8.33825e-05,8.33825e-05
23,246.243,0.7022,2.09789,0.98517,0.74712,0.27778,0.48328,0.41889,0.6804,2.45856,0.94121,0.00908704,8.7036e-05,8.7036e-05
24,256.534,0.62708,2.07484,0.95043,0.51068,0.38889,0.50974,0.43119,0.68054,2.38303,0.95071,0.00509067,9.06737e-05,9.06737e-05
25,266.856,0.68544,2.06638,0.94488,0.47898,0.44444,0.52741,0.45743,0.68539,2.32262,0.96429,0.0010943,9.42955e-05,9.42955e-05
26,277.122,0.74335,2.11354,0.99409,0.28842,0.60761,0.5737,0.50258,0.67707,2.24914,0.95696,9.505e-05,9.505e-05,9.505e-05
27,287.294,0.6669,2.0117,0.93267,0.29848,0.66326,0.55349,0.482,0.67758,2.18598,0.9573,9.4852e-05,9.4852e-05,9.4852e-05
28,297.457,0.60235,1.93658,0.94057,0.33298,0.59355,0.5581,0.48049,0.68195,2.13289,0.9639,9.4654e-05,9.4654e-05,9.4654e-05
29,307.708,0.70851,2.02278,1.02476,0.33091,0.61111,0.56882,0.49363,0.68197,2.08899,0.96612,9.4456e-05,9.4456e-05,9.4456e-05
30,317.809,0.67935,1.99293,0.91962,0.30423,0.61111,0.59112,0.50985,0.68295,2.05626,0.96249,9.4258e-05,9.4258e-05,9.4258e-05
31,327.804,0.66017,1.96337,0.95795,0.52383,0.41954,0.62221,0.54104,0.6933,2.02866,0.96662,9.406e-05,9.406e-05,9.406e-05
32,337.924,0.73297,1.90276,0.99235,0.70122,0.38946,0.61742,0.53688,0.69829,2.00091,0.96324,9.3862e-05,9.3862e-05,9.3862e-05
33,348.419,0.60965,1.87445,0.94843,0.78312,0.38889,0.61512,0.54211,0.69117,1.96663,0.9542,9.3664e-05,9.3664e-05,9.3664e-05
34,359.846,0.66375,1.86812,0.9388,0.34959,0.55697,0.62555,0.55172,0.69249,1.94092,0.95396,9.3466e-05,9.3466e-05,9.3466e-05
35,371.099,0.70057,1.97086,1.00622,0.63292,0.44318,0.61658,0.54342,0.69075,1.90998,0.95159,9.3268e-05,9.3268e-05,9.3268e-05
36,382.165,0.6217,1.89061,0.9271,0.77209,0.5,0.6202,0.54481,0.70078,1.88187,0.9625,9.307e-05,9.307e-05,9.307e-05
37,393.209,0.69291,1.90377,0.95435,0.80512,0.51854,0.62814,0.55468,0.70945,1.8711,0.97769,9.2872e-05,9.2872e-05,9.2872e-05
38,404.498,0.62505,1.8513,0.97918,0.78191,0.52871,0.62429,0.5545,0.68833,1.85757,0.96819,9.2674e-05,9.2674e-05,9.2674e-05
39,415.613,0.70546,1.88069,1.00073,0.78551,0.53692,0.62761,0.56291,0.68639,1.87183,0.98107,9.2476e-05,9.2476e-05,9.2476e-05
40,426.784,0.72471,1.91587,0.9953,0.78251,0.54457,0.64202,0.57129,0.66875,1.86292,0.9609,9.2278e-05,9.2278e-05,9.2278e-05
41,437.817,0.7727,1.88952,1.08115,0.75616,0.52459,0.64903,0.55305,0.67713,1.88937,0.97425,9.208e-05,9.208e-05,9.208e-05
42,448.881,0.75001,1.81175,1.02313,0.74818,0.5,0.59867,0.53495,0.65433,1.86762,0.93809,9.1882e-05,9.1882e-05,9.1882e-05
43,459.893,0.79431,1.83138,1.03228,0.78606,0.52304,0.67335,0.56429,0.69568,1.87286,0.96834,9.1684e-05,9.1684e-05,9.1684e-05
44,471.062,0.70794,1.75093,0.97812,0.79235,0.53573,0.67053,0.5568,0.72466,1.87189,0.98967,9.1486e-05,9.1486e-05,9.1486e-05
45,482.553,0.59657,1.79848,0.91798,0.8006,0.55107,0.67038,0.56693,0.74398,1.86401,1.0029,9.1288e-05,9.1288e-05,9.1288e-05
46,493.853,0.6628,1.67387,0.94617,0.75448,0.55556,0.67404,0.56161,0.74691,1.83824,1.00131,9.109e-05,9.109e-05,9.109e-05
47,505.144,0.73019,1.80943,0.99709,0.72557,0.55556,0.70367,0.61332,0.72898,1.79334,0.99007,9.0892e-05,9.0892e-05,9.0892e-05
48,516.453,0.65445,1.64129,0.96301,0.72125,0.55556,0.67903,0.60405,0.70755,1.76407,0.99111,9.0694e-05,9.0694e-05,9.0694e-05
49,527.783,0.61622,1.638,0.93086,0.72185,0.55556,0.685,0.60697,0.69052,1.73975,0.98214,9.0496e-05,9.0496e-05,9.0496e-05
50,539.474,0.67588,1.68442,0.94693,0.73617,0.55556,0.6865,0.60538,0.68332,1.6965,0.987,9.0298e-05,9.0298e-05,9.0298e-05
51,550.929,0.62375,1.59708,0.94494,0.75766,0.55556,0.69621,0.61327,0.67831,1.66793,0.98883,9.01e-05,9.01e-05,9.01e-05
52,562.332,0.59951,1.65165,0.9136,0.74502,0.55556,0.71653,0.62964,0.67882,1.63963,0.9951,8.9902e-05,8.9902e-05,8.9902e-05
53,573.48,0.62394,1.6057,0.9594,0.7352,0.55556,0.72237,0.62929,0.65979,1.6153,0.97532,8.9704e-05,8.9704e-05,8.9704e-05
54,584.456,0.57815,1.58439,0.90506,0.79945,0.55556,0.73675,0.65397,0.6605,1.59806,0.97261,8.9506e-05,8.9506e-05,8.9506e-05
55,595.653,0.66183,1.59346,0.97182,0.80444,0.55556,0.7475,0.65324,0.67726,1.58808,0.9819,8.9308e-05,8.9308e-05,8.9308e-05
56,607.472,0.61125,1.51825,0.9225,0.79803,0.54491,0.76767,0.6734,0.69806,1.57558,0.99638,8.911e-05,8.911e-05,8.911e-05
57,618.964,0.61859,1.47601,0.95056,0.48128,0.66667,0.76767,0.67687,0.72126,1.5666,1.01559,8.8912e-05,8.8912e-05,8.8912e-05
58,630.01,0.60922,1.61217,0.92652,0.83864,0.57548,0.78371,0.69255,0.7058,1.54242,0.98821,8.8714e-05,8.8714e-05,8.8714e-05
59,641.228,0.59348,1.49189,0.9535,0.61662,0.66667,0.78371,0.69296,0.70517,1.51742,0.99023,8.8516e-05,8.8516e-05,8.8516e-05
60,652.43,0.62659,1.45848,0.95853,0.67615,0.66667,0.7695,0.6781,0.70537,1.51705,0.99831,8.8318e-05,8.8318e-05,8.8318e-05
61,663.18,0.57602,1.4438,0.91702,0.72787,0.65818,0.78482,0.69306,0.69206,1.50137,0.98709,8.812e-05,8.812e-05,8.812e-05
62,674.02,0.58633,1.40939,0.94223,0.78123,0.65356,0.79533,0.693,0.67249,1.47515,0.9734,8.7922e-05,8.7922e-05,8.7922e-05
63,684.865,0.62035,1.41674,0.94875,0.68626,0.75551,0.80633,0.69703,0.65576,1.46511,0.96634,8.7724e-05,8.7724e-05,8.7724e-05
64,695.655,0.59857,1.42247,0.94347,0.72723,0.7613,0.80633,0.70951,0.64186,1.46057,0.95862,8.7526e-05,8.7526e-05,8.7526e-05
65,706.515,0.53871,1.30637,0.89215,0.75356,0.73987,0.81,0.71255,0.63558,1.44272,0.95359,8.7328e-05,8.7328e-05,8.7328e-05
66,717.647,0.565,1.43992,0.89526,0.78935,0.71919,0.81946,0.7176,0.63515,1.42006,0.95201,8.713e-05,8.713e-05,8.713e-05
67,728.725,0.56193,1.43935,0.9347,0.83268,0.64798,0.82129,0.72536,0.63258,1.40104,0.9459,8.6932e-05,8.6932e-05,8.6932e-05
68,740.706,0.6023,1.31637,0.98776,0.78164,0.71203,0.83917,0.7401,0.64205,1.38474,0.95314,8.6734e-05,8.6734e-05,8.6734e-05
69,752.074,0.5638,1.37956,0.91049,0.75516,0.65788,0.81992,0.71591,0.65437,1.3708,0.96332,8.6536e-05,8.6536e-05,8.6536e-05
70,762.906,0.63079,1.28442,0.91933,0.81907,0.79768,0.84807,0.73991,0.66301,1.3647,0.96946,8.6338e-05,8.6338e-05,8.6338e-05
71,773.638,0.59436,1.39077,0.92514,0.73308,0.81425,0.83432,0.72584,0.66269,1.37069,0.9711,8.614e-05,8.614e-05,8.614e-05
72,784.24,0.56271,1.27417,0.88874,0.70849,0.72143,0.81756,0.71272,0.66182,1.38553,0.9777,8.5942e-05,8.5942e-05,8.5942e-05
73,794.789,0.64108,1.30724,0.9468,0.72025,0.73266,0.81756,0.70179,0.66087,1.41343,0.98146,8.5744e-05,8.5744e-05,8.5744e-05
74,805.531,0.63729,1.25605,0.99141,0.7549,0.6533,0.8235,0.70763,0.66236,1.4339,0.98371,8.5546e-05,8.5546e-05,8.5546e-05
75,816.215,0.56438,1.20515,0.91996,0.79997,0.65249,0.82502,0.69768,0.67176,1.44884,0.99699,8.5348e-05,8.5348e-05,8.5348e-05
76,826.898,0.63599,1.23182,0.95975,0.78485,0.68919,0.84324,0.72176,0.66911,1.44835,0.99387,8.515e-05,8.515e-05,8.515e-05
77,837.611,0.55946,1.21092,0.92567,0.8024,0.72415,0.85679,0.73757,0.66494,1.43562,0.98882,8.4952e-05,8.4952e-05,8.4952e-05
78,848.766,0.56287,1.23322,0.90198,0.79807,0.72355,0.8594,0.74596,0.67063,1.42384,0.99138,8.4754e-05,8.4754e-05,8.4754e-05
79,859.811,0.57834,1.25733,0.90592,0.72606,0.79917,0.84565,0.72707,0.68035,1.3975,0.99062,8.4556e-05,8.4556e-05,8.4556e-05
80,870.909,0.5738,1.29991,0.94275,0.71784,0.80913,0.84042,0.7225,0.68401,1.3643,0.98934,8.4358e-05,8.4358e-05,8.4358e-05
81,881.89,0.60414,1.20233,0.94986,0.6995,0.81026,0.84558,0.72209,0.6841,1.33578,0.98773,8.416e-05,8.416e-05,8.416e-05
82,892.778,0.56541,1.1287,0.91306,0.68832,0.81253,0.84742,0.72241,0.67515,1.30563,0.98483,8.3962e-05,8.3962e-05,8.3962e-05
83,903.826,0.61132,1.14676,1.00545,0.67192,0.84488,0.85292,0.73243,0.66437,1.2762,0.98223,8.3764e-05,8.3764e-05,8.3764e-05
84,914.819,0.5465,1.15254,0.93135,0.67546,0.84759,0.85815,0.73389,0.65732,1.26799,0.9871,8.3566e-05,8.3566e-05,8.3566e-05
85,925.031,0.62068,1.15949,0.94755,0.67867,0.85114,0.85514,0.73294,0.64691,1.26021,0.98358,8.3368e-05,8.3368e-05,8.3368e-05
86,935.967,0.54353,1.10425,0.91242,0.68236,0.85911,0.85514,0.7328,0.63627,1.26199,0.97882,8.317e-05,8.317e-05,8.317e-05
87,946.546,0.5331,1.09152,0.92587,0.80755,0.70498,0.85514,0.73279,0.62985,1.25634,0.98015,8.2972e-05,8.2972e-05,8.2972e-05
88,957.228,0.50516,1.11398,0.8868,0.79602,0.72299,0.85121,0.73576,0.62453,1.25957,0.98106,8.2774e-05,8.2774e-05,8.2774e-05
